start_state_mm,policy,step,remaining_passes_before,state_before_mm,selected_action_mm,immediate_deflection_um,selected_action_class,successor_mm,remaining_passes_after,step_status,failure_detail
4.315,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.316,RPRA,1,3,4.316,0.379,51.56258915968789,PRESERVING,3.937,2,CONTINUE,
4.316,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.316,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.317,RPRA,1,3,4.317,0.38,51.72814476476946,PRESERVING,3.937,2,CONTINUE,
4.317,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.317,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.318,RPRA,1,3,4.318,0.381,51.893811185819246,PRESERVING,3.937,2,CONTINUE,
4.318,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.318,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.319,RPRA,1,3,4.319,0.382,52.05958824462927,PRESERVING,3.937,2,CONTINUE,
4.319,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.319,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.32,RPRA,1,3,4.32,0.383,52.225475763668435,PRESERVING,3.937,2,CONTINUE,
4.32,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.32,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.321,RPRA,1,3,4.321,0.384,52.391473566079156,PRESERVING,3.937,2,CONTINUE,
4.321,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.321,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.322,RPRA,1,3,4.322,0.385,52.55758147567137,PRESERVING,3.937,2,CONTINUE,
4.322,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.322,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.323,RPRA,1,3,4.323,0.386,52.72379931692007,PRESERVING,3.937,2,CONTINUE,
4.323,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.323,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.324,RPRA,1,3,4.324,0.387,52.89012691496022,PRESERVING,3.937,2,CONTINUE,
4.324,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.324,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.325,RPRA,1,3,4.325,0.388,53.0565640955821,PRESERVING,3.937,2,CONTINUE,
4.325,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.325,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.326,RPRA,1,3,4.326,0.389,53.22311068522777,PRESERVING,3.937,2,CONTINUE,
4.326,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.326,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.327,RPRA,1,3,4.327,0.39,53.38976651098664,PRESERVING,3.937,2,CONTINUE,
4.327,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.327,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.328,RPRA,1,3,4.328,0.391,53.55653140059138,PRESERVING,3.937,2,CONTINUE,
4.328,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.328,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.329,RPRA,1,3,4.329,0.392,53.72340518241322,PRESERVING,3.937,2,CONTINUE,
4.329,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.329,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.33,RPRA,1,3,4.33,0.393,53.89038768545913,PRESERVING,3.937,2,CONTINUE,
4.33,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.33,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.331,RPRA,1,3,4.331,0.394,54.057478739366886,PRESERVING,3.937,2,CONTINUE,
4.331,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.331,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.332,RPRA,1,3,4.332,0.395,54.22467817440127,PRESERVING,3.937,2,CONTINUE,
4.332,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.332,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.333,RPRA,1,3,4.333,0.396,54.39198582145069,PRESERVING,3.937,2,CONTINUE,
4.333,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.333,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.334,RPRA,1,3,4.334,0.397,54.55940151202173,PRESERVING,3.937,2,CONTINUE,
4.334,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.334,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.335,RPRA,1,3,4.335,0.398,54.72692507823705,PRESERVING,3.937,2,CONTINUE,
4.335,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.335,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.336,RPRA,1,3,4.336,0.399,54.89455635283073,PRESERVING,3.937,2,CONTINUE,
4.336,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.336,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.337,RPRA,1,3,4.337,0.4,55.06229516914448,PRESERVING,3.937,2,CONTINUE,
4.337,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.337,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.338,RPRA,1,3,4.338,0.401,55.23014136112375,PRESERVING,3.937,2,CONTINUE,
4.338,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.338,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.339,RPRA,1,3,4.339,0.402,55.39809476331435,PRESERVING,3.937,2,CONTINUE,
4.339,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.339,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.34,RPRA,1,3,4.34,0.403,55.5661552108586,PRESERVING,3.937,2,CONTINUE,
4.34,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.34,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.341,RPRA,1,3,4.341,0.404,55.734322539490826,PRESERVING,3.937,2,CONTINUE,
4.341,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.341,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.342,RPRA,1,3,4.342,0.405,55.902596585535335,PRESERVING,3.937,2,CONTINUE,
4.342,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.342,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.343,RPRA,1,3,4.343,0.406,56.070977185901626,PRESERVING,3.937,2,CONTINUE,
4.343,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.343,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.344,RPRA,1,3,4.344,0.407,56.23946417808103,PRESERVING,3.937,2,CONTINUE,
4.344,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.344,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.345,RPRA,1,3,4.345,0.408,56.408057400143306,PRESERVING,3.937,2,CONTINUE,
4.345,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.345,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.346,RPRA,1,3,4.346,0.409,56.576756690733305,PRESERVING,3.937,2,CONTINUE,
4.346,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.346,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.347,RPRA,1,3,4.347,0.41,56.7455618890663,PRESERVING,3.937,2,CONTINUE,
4.347,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.347,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.348,RPRA,1,3,4.348,0.411,56.91447283492635,PRESERVING,3.937,2,CONTINUE,
4.348,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.348,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.349,RPRA,1,3,4.349,0.412,57.08348936866161,PRESERVING,3.937,2,CONTINUE,
4.349,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.349,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.35,RPRA,1,3,4.35,0.413,57.25261133118125,PRESERVING,3.937,2,CONTINUE,
4.35,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.35,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.351,RPRA,1,3,4.351,0.414,57.42183856395226,PRESERVING,3.937,2,CONTINUE,
4.351,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.351,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.352,RPRA,1,3,4.352,0.415,57.59117090899578,PRESERVING,3.937,2,CONTINUE,
4.352,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.352,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.353,RPRA,1,3,4.353,0.416,57.7606082088836,PRESERVING,3.937,2,CONTINUE,
4.353,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.353,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.354,RPRA,1,3,4.354,0.417,57.93015030673566,PRESERVING,3.937,2,CONTINUE,
4.354,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.354,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.355,RPRA,1,3,4.355,0.418,58.099797046216175,PRESERVING,3.937,2,CONTINUE,
4.355,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.355,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.356,RPRA,1,3,4.356,0.419,58.2695482715305,PRESERVING,3.937,2,CONTINUE,
4.356,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.356,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.357,RPRA,1,3,4.357,0.42,58.43940382742213,PRESERVING,3.937,2,CONTINUE,
4.357,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.357,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.358,RPRA,1,3,4.358,0.421,58.60936355916921,PRESERVING,3.937,2,CONTINUE,
4.358,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.358,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.359,RPRA,1,3,4.359,0.422,58.779427312581106,PRESERVING,3.937,2,CONTINUE,
4.359,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.359,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.36,RPRA,1,3,4.36,0.423,58.94959493399635,PRESERVING,3.937,2,CONTINUE,
4.36,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.36,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.361,RPRA,1,3,4.361,0.424,59.11986627027841,PRESERVING,3.937,2,CONTINUE,
4.361,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.361,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.362,RPRA,1,3,4.362,0.425,59.29024116881337,PRESERVING,3.937,2,CONTINUE,
4.362,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.362,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.363,RPRA,1,3,4.363,0.426,59.46071947750633,PRESERVING,3.937,2,CONTINUE,
4.363,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.363,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.364,RPRA,1,3,4.364,0.427,59.631301044778965,PRESERVING,3.937,2,CONTINUE,
4.364,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.364,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.365,RPRA,1,3,4.365,0.428,59.801985719565394,PRESERVING,3.937,2,CONTINUE,
4.365,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.365,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.366,RPRA,1,3,4.366,0.429,59.97277335131068,PRESERVING,3.937,2,CONTINUE,
4.366,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.366,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.367,RPRA,1,3,4.367,0.43,60.143663789966915,PRESERVING,3.937,2,CONTINUE,
4.367,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.367,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.368,RPRA,1,3,4.368,0.431,60.314656885990615,PRESERVING,3.937,2,CONTINUE,
4.368,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.368,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.369,RPRA,1,3,4.369,0.432,60.48575249033971,PRESERVING,3.937,2,CONTINUE,
4.369,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.369,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.37,RPRA,1,3,4.37,0.433,60.6569504544708,PRESERVING,3.937,2,CONTINUE,
4.37,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.37,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.371,RPRA,1,3,4.371,0.434,60.82825063033564,PRESERVING,3.937,2,CONTINUE,
4.371,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.371,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.372,RPRA,1,3,4.372,0.435,60.99965287037934,PRESERVING,3.937,2,CONTINUE,
4.372,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.372,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.373,RPRA,1,3,4.373,0.436,61.171157027537035,PRESERVING,3.937,2,CONTINUE,
4.373,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.373,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.374,RPRA,1,3,4.374,0.437,61.34276295523092,PRESERVING,3.937,2,CONTINUE,
4.374,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.374,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.375,RPRA,1,3,4.375,0.438,61.51447050736772,PRESERVING,3.937,2,CONTINUE,
4.375,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.375,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.376,RPRA,1,3,4.376,0.439,61.68627953833612,PRESERVING,3.937,2,CONTINUE,
4.376,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.376,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.377,RPRA,1,3,4.377,0.44,61.8581899030031,PRESERVING,3.937,2,CONTINUE,
4.377,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.377,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.378,RPRA,1,3,4.378,0.441,62.030201456712646,PRESERVING,3.937,2,CONTINUE,
4.378,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.378,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.379,RPRA,1,3,4.379,0.442,62.20231405528202,PRESERVING,3.937,2,CONTINUE,
4.379,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.379,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.38,RPRA,1,3,4.38,0.443,62.374527554999446,PRESERVING,3.937,2,CONTINUE,
4.38,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.38,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.381,RPRA,1,3,4.381,0.444,62.54684181262163,PRESERVING,3.937,2,CONTINUE,
4.381,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.381,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.382,RPRA,1,3,4.382,0.445,62.7192566853709,PRESERVING,3.937,2,CONTINUE,
4.382,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.382,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.383,RPRA,1,3,4.383,0.446,62.89177203093203,PRESERVING,3.937,2,CONTINUE,
4.383,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.383,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.384,RPRA,1,3,4.384,0.447,63.06438770745129,PRESERVING,3.937,2,CONTINUE,
4.384,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.384,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.385,RPRA,1,3,4.385,0.448,63.23710357353214,PRESERVING,3.937,2,CONTINUE,
4.385,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.385,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.386,RPRA,1,3,4.386,0.449,63.409919488233896,PRESERVING,3.937,2,CONTINUE,
4.386,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.386,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.387,RPRA,1,3,4.387,0.45,63.582835311068465,PRESERVING,3.937,2,CONTINUE,
4.387,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.387,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.388,RPRA,1,3,4.388,0.451,63.75585090199845,PRESERVING,3.937,2,CONTINUE,
4.388,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.388,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.389,RPRA,1,3,4.389,0.452,63.92896612143363,PRESERVING,3.937,2,CONTINUE,
4.389,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.389,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.39,RPRA,1,3,4.39,0.453,64.10218083023004,PRESERVING,3.937,2,CONTINUE,
4.39,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.39,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.391,RPRA,1,3,4.391,0.454,64.27549488968609,PRESERVING,3.937,2,CONTINUE,
4.391,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.391,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.392,RPRA,1,3,4.392,0.455,64.44890816154124,PRESERVING,3.937,2,CONTINUE,
4.392,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.392,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.393,RPRA,1,3,4.393,0.456,64.62242050797275,PRESERVING,3.937,2,CONTINUE,
4.393,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.393,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.394,RPRA,1,3,4.394,0.457,64.79603179159405,PRESERVING,3.937,2,CONTINUE,
4.394,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.394,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.395,RPRA,1,3,4.395,0.458,64.96974187545112,PRESERVING,3.937,2,CONTINUE,
4.395,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.395,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.396,RPRA,1,3,4.396,0.459,65.14355062302187,PRESERVING,3.937,2,CONTINUE,
4.396,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.396,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.397,RPRA,1,3,4.397,0.46,65.31745789821242,PRESERVING,3.937,2,CONTINUE,
4.397,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.397,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.398,RPRA,1,3,4.398,0.461,65.49146356535569,PRESERVING,3.937,2,CONTINUE,
4.398,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.398,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.399,RPRA,1,3,4.399,0.462,65.6655674892083,PRESERVING,3.937,2,CONTINUE,
4.399,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.399,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.4,RPRA,1,3,4.4,0.463,65.83976953494917,PRESERVING,3.937,2,CONTINUE,
4.4,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.4,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.401,RPRA,1,3,4.401,0.464,66.01406956817586,PRESERVING,3.937,2,CONTINUE,
4.401,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.401,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.402,RPRA,1,3,4.402,0.465,66.18846745490411,PRESERVING,3.937,2,CONTINUE,
4.402,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.402,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.403,RPRA,1,3,4.403,0.466,66.36296306156447,PRESERVING,3.937,2,CONTINUE,
4.403,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.403,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.404,RPRA,1,3,4.404,0.467,66.53755625500033,PRESERVING,3.937,2,CONTINUE,
4.404,RPRA,2,2,3.937,0.475,99.91404164730385,PRESERVING,3.462,1,CONTINUE,
4.404,RPRA,3,1,3.462,0.362,99.88995983826324,PRESERVING,3.1,0,TERMINAL_REACHED,
4.405,RPRA,1,3,4.405,0.468,66.71224690246572,PRESERVING,3.937,2,CONTINUE,
