terminal_case,epsilon_um,start_state_mm,policy,step,remaining_passes_before,state_before_mm,selected_action_mm,immediate_deflection_um,selected_action_class,successor_mm,remaining_passes_after,step_status,failure_detail
T10,10,4.463,MYOPIC,1,3,4.463,0.36,42.79380008576369,DESTROYING,4.103,2,CONTINUE,
T10,10,4.463,MYOPIC,2,2,4.103,0.36,56.36713003991038,DESTROYING,3.743,1,CONTINUE,
T10,10,4.463,MYOPIC,3,1,3.743,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.464,MYOPIC,1,3,4.464,0.36,42.76252568986201,DESTROYING,4.104,2,CONTINUE,
T10,10,4.464,MYOPIC,2,2,4.104,0.36,56.3219761328133,DESTROYING,3.744,1,CONTINUE,
T10,10,4.464,MYOPIC,3,1,3.744,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.465,MYOPIC,1,3,4.465,0.36,42.731281760978696,DESTROYING,4.105,2,CONTINUE,
T10,10,4.465,MYOPIC,2,2,4.105,0.36,56.27687044131094,DESTROYING,3.745,1,CONTINUE,
T10,10,4.465,MYOPIC,3,1,3.745,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.466,MYOPIC,1,3,4.466,0.36,42.7000682620222,DESTROYING,4.106,2,CONTINUE,
T10,10,4.466,MYOPIC,2,2,4.106,0.36,56.23181290106433,DESTROYING,3.746,1,CONTINUE,
T10,10,4.466,MYOPIC,3,1,3.746,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.467,MYOPIC,1,3,4.467,0.36,42.668885155955095,DESTROYING,4.107,2,CONTINUE,
T10,10,4.467,MYOPIC,2,2,4.107,0.36,56.18680344783754,DESTROYING,3.747,1,CONTINUE,
T10,10,4.467,MYOPIC,3,1,3.747,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.468,MYOPIC,1,3,4.468,0.36,42.63773240579409,DESTROYING,4.108,2,CONTINUE,
T10,10,4.468,MYOPIC,2,2,4.108,0.36,56.141842017497424,DESTROYING,3.748,1,CONTINUE,
T10,10,4.468,MYOPIC,3,1,3.748,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.469,MYOPIC,1,3,4.469,0.36,42.606609974609825,DESTROYING,4.109,2,CONTINUE,
T10,10,4.469,MYOPIC,2,2,4.109,0.36,56.09692854601351,DESTROYING,3.749,1,CONTINUE,
T10,10,4.469,MYOPIC,3,1,3.749,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.47,MYOPIC,1,3,4.47,0.36,42.5755178255269,DESTROYING,4.11,2,CONTINUE,
T10,10,4.47,MYOPIC,2,2,4.11,0.36,56.052062969457715,DESTROYING,3.75,1,CONTINUE,
T10,10,4.47,MYOPIC,3,1,3.75,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.471,MYOPIC,1,3,4.471,0.36,42.544455921723696,DESTROYING,4.111,2,CONTINUE,
T10,10,4.471,MYOPIC,2,2,4.111,0.36,56.00724522400413,DESTROYING,3.751,1,CONTINUE,
T10,10,4.471,MYOPIC,3,1,3.751,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.472,MYOPIC,1,3,4.472,0.36,42.513424226432306,DESTROYING,4.112,2,CONTINUE,
T10,10,4.472,MYOPIC,2,2,4.112,0.36,55.96247524592898,DESTROYING,3.752,1,CONTINUE,
T10,10,4.472,MYOPIC,3,1,3.752,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.473,MYOPIC,1,3,4.473,0.36,42.48242270293845,DESTROYING,4.113,2,CONTINUE,
T10,10,4.473,MYOPIC,2,2,4.113,0.36,55.91775297161024,DESTROYING,3.753,1,CONTINUE,
T10,10,4.473,MYOPIC,3,1,3.753,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.474,MYOPIC,1,3,4.474,0.36,42.45145131458139,DESTROYING,4.114,2,CONTINUE,
T10,10,4.474,MYOPIC,2,2,4.114,0.36,55.87307833752768,DESTROYING,3.754,1,CONTINUE,
T10,10,4.474,MYOPIC,3,1,3.754,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.475,MYOPIC,1,3,4.475,0.36,42.42051002475378,DESTROYING,4.115,2,CONTINUE,
T10,10,4.475,MYOPIC,2,2,4.115,0.36,55.8284512802624,DESTROYING,3.755,1,CONTINUE,
T10,10,4.475,MYOPIC,3,1,3.755,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.476,MYOPIC,1,3,4.476,0.36,42.38959879690173,DESTROYING,4.116,2,CONTINUE,
T10,10,4.476,MYOPIC,2,2,4.116,0.36,55.783871736496856,DESTROYING,3.756,1,CONTINUE,
T10,10,4.476,MYOPIC,3,1,3.756,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.477,MYOPIC,1,3,4.477,0.36,42.35871759452447,DESTROYING,4.117,2,CONTINUE,
T10,10,4.477,MYOPIC,2,2,4.117,0.36,55.73933964301458,DESTROYING,3.757,1,CONTINUE,
T10,10,4.477,MYOPIC,3,1,3.757,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.478,MYOPIC,1,3,4.478,0.36,42.32786638117453,DESTROYING,4.118,2,CONTINUE,
T10,10,4.478,MYOPIC,2,2,4.118,0.36,55.69485493670001,DESTROYING,3.758,1,CONTINUE,
T10,10,4.478,MYOPIC,3,1,3.758,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.479,MYOPIC,1,3,4.479,0.36,42.29704512045743,DESTROYING,4.119,2,CONTINUE,
T10,10,4.479,MYOPIC,2,2,4.119,0.36,55.65041755453831,DESTROYING,3.759,1,CONTINUE,
T10,10,4.479,MYOPIC,3,1,3.759,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.48,MYOPIC,1,3,4.48,0.36,42.266253776031725,DESTROYING,4.12,2,CONTINUE,
T10,10,4.48,MYOPIC,2,2,4.12,0.36,55.60602743361519,DESTROYING,3.76,1,CONTINUE,
T10,10,4.48,MYOPIC,3,1,3.76,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.481,MYOPIC,1,3,4.481,0.36,42.23549231160882,DESTROYING,4.121,2,CONTINUE,
T10,10,4.481,MYOPIC,2,2,4.121,0.36,55.561684511116574,DESTROYING,3.761,1,CONTINUE,
T10,10,4.481,MYOPIC,3,1,3.761,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.482,MYOPIC,1,3,4.482,0.36,42.20476069095303,DESTROYING,4.122,2,CONTINUE,
T10,10,4.482,MYOPIC,2,2,4.122,0.36,55.517388724328754,DESTROYING,3.762,1,CONTINUE,
T10,10,4.482,MYOPIC,3,1,3.762,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.483,MYOPIC,1,3,4.483,0.36,42.17405887788127,DESTROYING,4.123,2,CONTINUE,
T10,10,4.483,MYOPIC,2,2,4.123,0.36,55.47314001063783,DESTROYING,3.763,1,CONTINUE,
T10,10,4.483,MYOPIC,3,1,3.763,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.484,MYOPIC,1,3,4.484,0.36,42.14338683626317,DESTROYING,4.124,2,CONTINUE,
T10,10,4.484,MYOPIC,2,2,4.124,0.36,55.42893830752971,DESTROYING,3.764,1,CONTINUE,
T10,10,4.484,MYOPIC,3,1,3.764,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.485,MYOPIC,1,3,4.485,0.36,42.11274453002082,DESTROYING,4.125,2,CONTINUE,
T10,10,4.485,MYOPIC,2,2,4.125,0.36,55.38478355258995,DESTROYING,3.765,1,CONTINUE,
T10,10,4.485,MYOPIC,3,1,3.765,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.486,MYOPIC,1,3,4.486,0.36,42.08213192312884,DESTROYING,4.126,2,CONTINUE,
T10,10,4.486,MYOPIC,2,2,4.126,0.36,55.34067568350351,DESTROYING,3.766,1,CONTINUE,
T10,10,4.486,MYOPIC,3,1,3.766,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.487,MYOPIC,1,3,4.487,0.36,42.05154897961419,DESTROYING,4.127,2,CONTINUE,
T10,10,4.487,MYOPIC,2,2,4.127,0.36,55.29661463805452,DESTROYING,3.767,1,CONTINUE,
T10,10,4.487,MYOPIC,3,1,3.767,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.488,MYOPIC,1,3,4.488,0.36,42.02099566355607,DESTROYING,4.128,2,CONTINUE,
T10,10,4.488,MYOPIC,2,2,4.128,0.36,55.25260035412625,DESTROYING,3.768,1,CONTINUE,
T10,10,4.488,MYOPIC,3,1,3.768,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.489,MYOPIC,1,3,4.489,0.36,41.990471939085936,DESTROYING,4.129,2,CONTINUE,
T10,10,4.489,MYOPIC,2,2,4.129,0.36,55.2086327697007,DESTROYING,3.769,1,CONTINUE,
T10,10,4.489,MYOPIC,3,1,3.769,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.49,MYOPIC,1,3,4.49,0.36,41.95997777038725,DESTROYING,4.13,2,CONTINUE,
T10,10,4.49,MYOPIC,2,2,4.13,0.36,55.16471182285864,DESTROYING,3.77,1,CONTINUE,
T10,10,4.49,MYOPIC,3,1,3.77,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.491,MYOPIC,1,3,4.491,0.36,41.92951312169553,DESTROYING,4.131,2,CONTINUE,
T10,10,4.491,MYOPIC,2,2,4.131,0.36,55.12083745177936,DESTROYING,3.771,1,CONTINUE,
T10,10,4.491,MYOPIC,3,1,3.771,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.492,MYOPIC,1,3,4.492,0.36,41.89907795729826,DESTROYING,4.132,2,CONTINUE,
T10,10,4.492,MYOPIC,2,2,4.132,0.36,55.077009594740375,DESTROYING,3.772,1,CONTINUE,
T10,10,4.492,MYOPIC,3,1,3.772,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.493,MYOPIC,1,3,4.493,0.36,41.86867224153463,DESTROYING,4.133,2,CONTINUE,
T10,10,4.493,MYOPIC,2,2,4.133,0.36,55.03322819011733,DESTROYING,3.773,1,CONTINUE,
T10,10,4.493,MYOPIC,3,1,3.773,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.494,MYOPIC,1,3,4.494,0.36,41.838295938795724,DESTROYING,4.134,2,CONTINUE,
T10,10,4.494,MYOPIC,2,2,4.134,0.36,54.989493176383924,DESTROYING,3.774,1,CONTINUE,
T10,10,4.494,MYOPIC,3,1,3.774,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.495,MYOPIC,1,3,4.495,0.36,41.807949013524194,DESTROYING,4.135,2,CONTINUE,
T10,10,4.495,MYOPIC,2,2,4.135,0.36,54.9458044921115,DESTROYING,3.775,1,CONTINUE,
T10,10,4.495,MYOPIC,3,1,3.775,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.496,MYOPIC,1,3,4.496,0.36,41.77763143021424,DESTROYING,4.136,2,CONTINUE,
T10,10,4.496,MYOPIC,2,2,4.136,0.36,54.90216207596903,DESTROYING,3.776,1,CONTINUE,
T10,10,4.496,MYOPIC,3,1,3.776,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.497,MYOPIC,1,3,4.497,0.36,41.74734315341166,DESTROYING,4.137,2,CONTINUE,
T10,10,4.497,MYOPIC,2,2,4.137,0.36,54.858565866722884,DESTROYING,3.777,1,CONTINUE,
T10,10,4.497,MYOPIC,3,1,3.777,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.498,MYOPIC,1,3,4.498,0.36,41.717084147713486,DESTROYING,4.138,2,CONTINUE,
T10,10,4.498,MYOPIC,2,2,4.138,0.36,54.815015803236726,DESTROYING,3.778,1,CONTINUE,
T10,10,4.498,MYOPIC,3,1,3.778,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.499,MYOPIC,1,3,4.499,0.36,41.68685437776819,DESTROYING,4.139,2,CONTINUE,
T10,10,4.499,MYOPIC,2,2,4.139,0.36,54.77151182447112,DESTROYING,3.779,1,CONTINUE,
T10,10,4.499,MYOPIC,3,1,3.779,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.5,MYOPIC,1,3,4.5,0.36,41.65665380827547,DESTROYING,4.14,2,CONTINUE,
T10,10,4.5,MYOPIC,2,2,4.14,0.36,54.728053869483595,DESTROYING,3.78,1,CONTINUE,
T10,10,4.5,MYOPIC,3,1,3.78,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.501,MYOPIC,1,3,4.501,0.36,41.626482403986,DESTROYING,4.141,2,CONTINUE,
T10,10,4.501,MYOPIC,2,2,4.141,0.36,54.684641877428305,DESTROYING,3.781,1,CONTINUE,
T10,10,4.501,MYOPIC,3,1,3.781,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.502,MYOPIC,1,3,4.502,0.36,41.59634012970168,DESTROYING,4.142,2,CONTINUE,
T10,10,4.502,MYOPIC,2,2,4.142,0.36,54.64127578755599,DESTROYING,3.782,1,CONTINUE,
T10,10,4.502,MYOPIC,3,1,3.782,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.503,MYOPIC,1,3,4.503,0.36,41.566226950275336,DESTROYING,4.143,2,CONTINUE,
T10,10,4.503,MYOPIC,2,2,4.143,0.36,54.59795553921365,DESTROYING,3.783,1,CONTINUE,
T10,10,4.503,MYOPIC,3,1,3.783,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.504,MYOPIC,1,3,4.504,0.36,41.53614283061056,DESTROYING,4.144,2,CONTINUE,
T10,10,4.504,MYOPIC,2,2,4.144,0.36,54.554681071844406,DESTROYING,3.784,1,CONTINUE,
T10,10,4.504,MYOPIC,3,1,3.784,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.505,MYOPIC,1,3,4.505,0.36,41.50608773566187,DESTROYING,4.145,2,CONTINUE,
T10,10,4.505,MYOPIC,2,2,4.145,0.36,54.51145232498744,DESTROYING,3.785,1,CONTINUE,
T10,10,4.505,MYOPIC,3,1,3.785,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.506,MYOPIC,1,3,4.506,0.36,41.476061630434394,DESTROYING,4.146,2,CONTINUE,
T10,10,4.506,MYOPIC,2,2,4.146,0.36,54.468269238277664,DESTROYING,3.786,1,CONTINUE,
T10,10,4.506,MYOPIC,3,1,3.786,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.507,MYOPIC,1,3,4.507,0.36,41.446064479983946,DESTROYING,4.147,2,CONTINUE,
T10,10,4.507,MYOPIC,2,2,4.147,0.36,54.42513175144561,DESTROYING,3.787,1,CONTINUE,
T10,10,4.507,MYOPIC,3,1,3.787,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.508,MYOPIC,1,3,4.508,0.36,41.41609624941688,DESTROYING,4.148,2,CONTINUE,
T10,10,4.508,MYOPIC,2,2,4.148,0.36,54.38203980431724,DESTROYING,3.788,1,CONTINUE,
T10,10,4.508,MYOPIC,3,1,3.788,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.509,MYOPIC,1,3,4.509,0.36,41.386156903889876,DESTROYING,4.149,2,CONTINUE,
T10,10,4.509,MYOPIC,2,2,4.149,0.36,54.33899333681378,DESTROYING,3.789,1,CONTINUE,
T10,10,4.509,MYOPIC,3,1,3.789,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.51,MYOPIC,1,3,4.51,0.36,41.35624640861013,DESTROYING,4.15,2,CONTINUE,
T10,10,4.51,MYOPIC,2,2,4.15,0.36,54.2959922889516,DESTROYING,3.79,1,CONTINUE,
T10,10,4.51,MYOPIC,3,1,3.79,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.511,MYOPIC,1,3,4.511,0.36,41.32636472883508,DESTROYING,4.151,2,CONTINUE,
T10,10,4.511,MYOPIC,2,2,4.151,0.36,54.25303660084194,DESTROYING,3.791,1,CONTINUE,
T10,10,4.511,MYOPIC,3,1,3.791,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.512,MYOPIC,1,3,4.512,0.36,41.29651182987225,DESTROYING,4.152,2,CONTINUE,
T10,10,4.512,MYOPIC,2,2,4.152,0.36,54.21012621269074,DESTROYING,3.792,1,CONTINUE,
T10,10,4.512,MYOPIC,3,1,3.792,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.513,MYOPIC,1,3,4.513,0.36,41.26668767707942,DESTROYING,4.153,2,CONTINUE,
T10,10,4.513,MYOPIC,2,2,4.153,0.36,54.167261064798545,DESTROYING,3.793,1,CONTINUE,
T10,10,4.513,MYOPIC,3,1,3.793,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.514,MYOPIC,1,3,4.514,0.36,41.23689223586426,DESTROYING,4.154,2,CONTINUE,
T10,10,4.514,MYOPIC,2,2,4.154,0.36,54.12444109756026,DESTROYING,3.794,1,CONTINUE,
T10,10,4.514,MYOPIC,3,1,3.794,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.515,MYOPIC,1,3,4.515,0.36,41.20712547168453,DESTROYING,4.155,2,CONTINUE,
T10,10,4.515,MYOPIC,2,2,4.155,0.36,54.08166625146505,DESTROYING,3.795,1,CONTINUE,
T10,10,4.515,MYOPIC,3,1,3.795,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.516,MYOPIC,1,3,4.516,0.36,41.177387350047745,DESTROYING,4.156,2,CONTINUE,
T10,10,4.516,MYOPIC,2,2,4.156,0.36,54.03893646709606,DESTROYING,3.796,1,CONTINUE,
T10,10,4.516,MYOPIC,3,1,3.796,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.517,MYOPIC,1,3,4.517,0.36,41.1476778365112,DESTROYING,4.157,2,CONTINUE,
T10,10,4.517,MYOPIC,2,2,4.157,0.36,53.996251685130325,DESTROYING,3.797,1,CONTINUE,
T10,10,4.517,MYOPIC,3,1,3.797,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.518,MYOPIC,1,3,4.518,0.36,41.11799689668186,DESTROYING,4.158,2,CONTINUE,
T10,10,4.518,MYOPIC,2,2,4.158,0.36,53.9536118463386,DESTROYING,3.798,1,CONTINUE,
T10,10,4.518,MYOPIC,3,1,3.798,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.519,MYOPIC,1,3,4.519,0.36,41.08834449621642,DESTROYING,4.159,2,CONTINUE,
T10,10,4.519,MYOPIC,2,2,4.159,0.36,53.91101689158512,DESTROYING,3.799,1,CONTINUE,
T10,10,4.519,MYOPIC,3,1,3.799,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.52,MYOPIC,1,3,4.52,0.36,41.058720600820905,DESTROYING,4.16,2,CONTINUE,
T10,10,4.52,MYOPIC,2,2,4.16,0.36,53.868466761827456,DESTROYING,3.8,1,CONTINUE,
T10,10,4.52,MYOPIC,3,1,3.8,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.521,MYOPIC,1,3,4.521,0.36,41.029125176250965,DESTROYING,4.161,2,CONTINUE,
T10,10,4.521,MYOPIC,2,2,4.161,0.36,53.825961398116405,DESTROYING,3.801,1,CONTINUE,
T10,10,4.521,MYOPIC,3,1,3.801,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.522,MYOPIC,1,3,4.522,0.36,40.999558188311454,DESTROYING,4.162,2,CONTINUE,
T10,10,4.522,MYOPIC,2,2,4.162,0.36,53.78350074159576,DESTROYING,3.802,1,CONTINUE,
T10,10,4.522,MYOPIC,3,1,3.802,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.523,MYOPIC,1,3,4.523,0.36,40.970019602856574,DESTROYING,4.163,2,CONTINUE,
T10,10,4.523,MYOPIC,2,2,4.163,0.36,53.741084733502085,DESTROYING,3.803,1,CONTINUE,
T10,10,4.523,MYOPIC,3,1,3.803,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.524,MYOPIC,1,3,4.524,0.36,40.940509385789774,DESTROYING,4.164,2,CONTINUE,
T10,10,4.524,MYOPIC,2,2,4.164,0.36,53.69871331516471,DESTROYING,3.804,1,CONTINUE,
T10,10,4.524,MYOPIC,3,1,3.804,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.525,MYOPIC,1,3,4.525,0.36,40.91102750306345,DESTROYING,4.165,2,CONTINUE,
T10,10,4.525,MYOPIC,2,2,4.165,0.36,53.65638642800535,DESTROYING,3.805,1,CONTINUE,
T10,10,4.525,MYOPIC,3,1,3.805,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.526,MYOPIC,1,3,4.526,0.36,40.88157392067915,DESTROYING,4.166,2,CONTINUE,
T10,10,4.526,MYOPIC,2,2,4.166,0.36,53.6141040135381,DESTROYING,3.806,1,CONTINUE,
T10,10,4.526,MYOPIC,3,1,3.806,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.527,MYOPIC,1,3,4.527,0.36,40.852148604687365,DESTROYING,4.167,2,CONTINUE,
T10,10,4.527,MYOPIC,2,2,4.167,0.36,53.571866013369245,DESTROYING,3.807,1,CONTINUE,
T10,10,4.527,MYOPIC,3,1,3.807,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.528,MYOPIC,1,3,4.528,0.36,40.82275152118738,DESTROYING,4.168,2,CONTINUE,
T10,10,4.528,MYOPIC,2,2,4.168,0.36,53.529672369196966,DESTROYING,3.808,1,CONTINUE,
T10,10,4.528,MYOPIC,3,1,3.808,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.529,MYOPIC,1,3,4.529,0.36,40.7933826363273,DESTROYING,4.169,2,CONTINUE,
T10,10,4.529,MYOPIC,2,2,4.169,0.36,53.487523022811246,DESTROYING,3.809,1,CONTINUE,
T10,10,4.529,MYOPIC,3,1,3.809,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.53,MYOPIC,1,3,4.53,0.36,40.76404191630387,DESTROYING,4.17,2,CONTINUE,
T10,10,4.53,MYOPIC,2,2,4.17,0.36,53.445417916093845,DESTROYING,3.81,1,CONTINUE,
T10,10,4.53,MYOPIC,3,1,3.81,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.531,MYOPIC,1,3,4.531,0.36,40.73472932736253,DESTROYING,4.171,2,CONTINUE,
T10,10,4.531,MYOPIC,2,2,4.171,0.36,53.40335699101791,DESTROYING,3.811,1,CONTINUE,
T10,10,4.531,MYOPIC,3,1,3.811,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.532,MYOPIC,1,3,4.532,0.36,40.70544483579725,DESTROYING,4.172,2,CONTINUE,
T10,10,4.532,MYOPIC,2,2,4.172,0.36,53.36134018964789,DESTROYING,3.812,1,CONTINUE,
T10,10,4.532,MYOPIC,3,1,3.812,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.533,MYOPIC,1,3,4.533,0.36,40.67618840795035,DESTROYING,4.173,2,CONTINUE,
T10,10,4.533,MYOPIC,2,2,4.173,0.36,53.31936745413937,DESTROYING,3.813,1,CONTINUE,
T10,10,4.533,MYOPIC,3,1,3.813,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.534,MYOPIC,1,3,4.534,0.36,40.64696001021262,DESTROYING,4.174,2,CONTINUE,
T10,10,4.534,MYOPIC,2,2,4.174,0.36,53.277438726738964,DESTROYING,3.814,1,CONTINUE,
T10,10,4.534,MYOPIC,3,1,3.814,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.535,MYOPIC,1,3,4.535,0.36,40.617759609023146,DESTROYING,4.175,2,CONTINUE,
T10,10,4.535,MYOPIC,2,2,4.175,0.36,53.235553949784055,DESTROYING,3.815,1,CONTINUE,
T10,10,4.535,MYOPIC,3,1,3.815,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.536,MYOPIC,1,3,4.536,0.36,40.58858717086911,DESTROYING,4.176,2,CONTINUE,
T10,10,4.536,MYOPIC,2,2,4.176,0.36,53.193713065702674,DESTROYING,3.816,1,CONTINUE,
T10,10,4.536,MYOPIC,3,1,3.816,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.537,MYOPIC,1,3,4.537,0.36,40.55944266228596,DESTROYING,4.177,2,CONTINUE,
T10,10,4.537,MYOPIC,2,2,4.177,0.36,53.15191601701329,DESTROYING,3.817,1,CONTINUE,
T10,10,4.537,MYOPIC,3,1,3.817,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.538,MYOPIC,1,3,4.538,0.36,40.530326049857074,DESTROYING,4.178,2,CONTINUE,
T10,10,4.538,MYOPIC,2,2,4.178,0.36,53.110162746324775,DESTROYING,3.818,1,CONTINUE,
T10,10,4.538,MYOPIC,3,1,3.818,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.539,MYOPIC,1,3,4.539,0.36,40.50123730021388,DESTROYING,4.179,2,CONTINUE,
T10,10,4.539,MYOPIC,2,2,4.179,0.36,53.06845319633604,DESTROYING,3.819,1,CONTINUE,
T10,10,4.539,MYOPIC,3,1,3.819,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.54,MYOPIC,1,3,4.54,0.36,40.47217638003568,DESTROYING,4.18,2,CONTINUE,
T10,10,4.54,MYOPIC,2,2,4.18,0.36,53.026787309836045,DESTROYING,3.82,1,CONTINUE,
T10,10,4.54,MYOPIC,3,1,3.82,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.541,MYOPIC,1,3,4.541,0.36,40.443143256049474,DESTROYING,4.181,2,CONTINUE,
T10,10,4.541,MYOPIC,2,2,4.181,0.36,52.985165029703495,DESTROYING,3.821,1,CONTINUE,
T10,10,4.541,MYOPIC,3,1,3.821,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.542,MYOPIC,1,3,4.542,0.36,40.414137895030166,DESTROYING,4.182,2,CONTINUE,
T10,10,4.542,MYOPIC,2,2,4.182,0.36,52.943586298906844,DESTROYING,3.822,1,CONTINUE,
T10,10,4.542,MYOPIC,3,1,3.822,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.543,MYOPIC,1,3,4.543,0.36,40.385160263800216,DESTROYING,4.183,2,CONTINUE,
T10,10,4.543,MYOPIC,2,2,4.183,0.36,52.90205106050394,DESTROYING,3.823,1,CONTINUE,
T10,10,4.543,MYOPIC,3,1,3.823,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.544,MYOPIC,1,3,4.544,0.36,40.35621032922957,DESTROYING,4.184,2,CONTINUE,
T10,10,4.544,MYOPIC,2,2,4.184,0.36,52.86055925764199,DESTROYING,3.824,1,CONTINUE,
T10,10,4.544,MYOPIC,3,1,3.824,,,,,1,NO_LOCALLY_FEASIBLE_ACTION,
T10,10,4.545,MYOPIC,1,3,4.545,0.36,40.327288058235844,DESTROYING,4.185,2,CONTINUE,
T10,10,4.545,MYOPIC,2,2,4.185,0.36,52.81911083355733,DESTROYING,3.825,1,CONTINUE,
